Word,Pronunciation,Syllables,Frequency
ASSERTIVELY,"['AH', 'S ER', 'T IH', 'V L IY']","['A', 'SSER', 'TIVE', 'LY']",41648
ASSERTIVENESS,"['AH', 'S ER', 'T IH V', 'N AH S']","['A', 'SSER', 'TIVE', 'NESS']",284944
ASSES,"['AE', 'S AH Z']","['A', 'SSES']",4583177
ASSESS,"['AH', 'S EH S']","['A', 'SSESS']",12614289
ASSESSMENT,"['AH', 'S EH', 'S M AH N T']","['A', 'SSESS', 'MENT']",59513100
ASSESSOR,"['AH', 'S EH', 'S ER']","['A', 'SSE', 'SSOR']",1874796
ASSET,"['AE', 'S EH T']","['A', 'SSET']",18178753
ASSETS,"['AE', 'S EH T S']","['A', 'SSETS']",30302586
ASSIDUOUS,"['AH', 'S IH', 'D W AH S']","['A', 'SSID', 'U', 'OUS']",63934
ASSIDUOUSLY,"['AH', 'S IH', 'D W AH', 'S L IY']","['A', 'SSID', 'U', 'OUS', 'LY']",95494
ASSIGN,"['AH', 'S AY N']","['A', 'SSIGN']",7007787
ASSIGNMENT,"['AH', 'S AY N', 'M AH N T']","['A', 'SSIGN', 'MENT']",14722710
ASSIMILATE,"['AH', 'S IH', 'M AH', 'L EY T']","['A', 'SSIM', 'I', 'LATE']",437479
ASSIMILATED,"['AH', 'S IH', 'M AH', 'L EY', 'T IH D']","['A', 'SSIM', 'I', 'LAT', 'ED']",472025
ASSIMILATING,"['AH', 'S IH', 'M AH', 'L EY', 'T IH NG']","['A', 'SSIM', 'I', 'LAT', 'ING']",139797
ASSIMILATION,"['AH', 'S IH', 'M AH', 'L EY', 'SH AH N']","['A', 'SSIM', 'I', 'LA', 'TION']",1145825
ASSISI,"['AH', 'S IY', 'S IY']","['A', 'SSI', 'SI']",529132
ASSIST,"['AH', 'S IH S T']","['A', 'SSIST']",29963782
ASSISTANCE,"['AH', 'S IH', 'S T AH N S']","['A', 'SSIS', 'TANCE']",54831021
ASSISTANT,"['AH', 'S IH', 'S T AH N T']","['A', 'SSIS', 'TANT']",34719060
ASSOCIATE,"['AH', 'S OW', 'S IY', 'AH T']","['A', 'SSO', 'CI', 'ATE']",32217516
ASSOCIATED,"['AH', 'S OW', 'S IY', 'EY', 'T IH D']","['A', 'SSO', 'CI', 'AT', 'ED']",65218530
ASSOCIATING,"['AH', 'S OW', 'S IY', 'EY', 'T IH NG']","['A', 'SSO', 'CI', 'AT', 'ING']",554535
ASSOCIATION,"['AH', 'S OW', 'S IY', 'EY', 'SH AH N']","['A', 'SSO', 'CI', 'A', 'TION']",109416386
ASSOCIATIVE,"['AH', 'S OW', 'SH AH', 'T IH V']","['A', 'SSO', 'CI', 'A', 'TIVE']",979263
ASSORT,"['AH', 'S AO R T']","['A', 'SSORT']",50353
ASSORTED,"['AH', 'S AO R', 'T IH D']","['A', 'SSORT', 'ED']",4912605
ASSORTMENT,"['AH', 'S AO R T', 'M AH N T']","['A', 'SSORT', 'MENT']",2863593
ASSUAGE,"['AH', 'S W EY JH']","['A', 'SSUAGE']",120549
ASSUAGED,"['AH', 'S W EY JH D']","['A', 'SSUAGED']",36379
ASSUME,"['AH', 'S UW M']","['A', 'SSUME']",22679395
ASSUMED,"['AH', 'S UW M D']","['A', 'SSUMED']",12113023
ASSUMING,"['AH', 'S UW', 'M IH NG']","['A', 'SSUM', 'ING']",8525795
ASSUMPTION,"['AH', 'S AH M P', 'SH AH N']","['A', 'SSUMP', 'TION']",8239127
ASSURANCE,"['AH', 'SH UH', 'R AH N S']","['A', 'SSUR', 'ANCE']",11928914
ASSURE,"['AH', 'SH UH R']","['A', 'SSURE']",8118473
ASSURED,"['AH', 'SH UH R D']","['A', 'SSURED']",6038675
ASSUREDLY,"['AH', 'SH UH', 'R AH', 'D L IY']","['A', 'SSUR', 'ED', 'LY']",383525
ASSURING,"['AH', 'SH UH', 'R IH NG']","['A', 'SSUR', 'ING']",1245395
ASSYRIA,"['AH', 'S IH', 'R IY', 'AH']","['A', 'SSYR', 'I', 'A']",232479
ASSYRIAN,"['AH', 'S IH', 'R IY', 'AH N']","['A', 'SSYR', 'I', 'AN']",478056
ASTAIRE,"['AH', 'S T EH R']","['A', 'STAIRE']",290159
ASTER,"['AE', 'S T ER']","['AS', 'TER']",718311
ASTERISK,"['AE', 'S T ER', 'IH S K']","['AS', 'TER', 'ISK']",4728263
ASTEROID,"['AE', 'S T ER', 'OY D']","['AS', 'TER', 'OID']",1132460
ASTHMA,"['AE Z', 'M AH']","['ASTH', 'MA']",7819180
ASTHMATIC,"['AE Z', 'M AE', 'T IH K']","['ASTH', 'MA', 'TIC']",323982
ASTIGMATISM,"['AH', 'S T IH G', 'M AH', 'T IH', 'Z AH M']","['A', 'STIG', 'MA', 'TISM']",288928
ASTILBE,"['AH', 'S T IH', 'B IY']","['A', 'STIL', 'BE']",46070
ASTON,"['AE', 'S T AH N']","['AS', 'TON']",4099586
ASTONISH,"['AH', 'S T AA', 'N IH SH']","['A', 'STO', 'NISH']",151568
ASTONISHING,"['AH', 'S T AA', 'N IH', 'SH IH NG']","['AS', 'TON', 'ISH', 'ING']",1600443
ASTONISHINGLY,"['AH', 'S T AA', 'N IH', 'SH IH N G', 'L IY']","['AS', 'TON', 'ISH', 'ING', 'LY']",278220
ASTONISHMENT,"['AH', 'S T AA', 'N IH', 'SH M AH N T']","['A', 'STON', 'ISH', 'MENT']",466206
ASTOR,"['AE', 'S T ER']","['AS', 'TOR']",697049
ASTORIA,"['AE', 'S T AO', 'R IY', 'AH']","['AS', 'TO', 'RI', 'A']",1622194
ASTOUND,"['AH', 'S T AW N D']","['A', 'STOUND']",111623
ASTOUNDING,"['AH', 'S T AW N', 'D IH NG']","['AS', 'TOUND', 'ING']",1021601
ASTOUNDINGLY,"['AH', 'S T AW N', 'D IH N G', 'L IY']","['AS', 'TOUND', 'ING', 'LY']",81813
ASTRA,"['AE', 'S T R AH']","['AS', 'TRA']",1665170
ASTRAKHAN,"['AE', 'S T R AH', 'K AA N']","['AS', 'TRA', 'KHAN']",67618
ASTRAL,"['AE', 'S T R AH L']","['AS', 'TRAL']",1205159
ASTRAY,"['AH', 'S T R EY']","['A', 'STRAY']",593275
ASTRID,"['AE', 'S T R IH D']","['AS', 'TRID']",503042
ASTRIDE,"['AH', 'S T R AY D']","['A', 'STRIDE']",170109
ASTRINGENT,"['AH', 'S T R IH N', 'JH AH N T']","['AS', 'TRIN', 'GENT']",175631
ASTRODOME,"['AE', 'S T R AH', 'D OW M']","['AS', 'TRO', 'DOME']",182315
ASTROGEOLOGY,"['AE', 'S T R AH', 'JH IY', 'AA', 'L AH', 'JH IY']","['AS', 'TRO', 'GE', 'OL', 'O', 'GY']",16775
ASTROLOGER,"['AH', 'S T R AA', 'L AH', 'JH ER']","['AS', 'TROL', 'O', 'GER']",326787
ASTROLOGICAL,"['AE', 'S T R AH', 'L AA', 'JH IH', 'K AH L']","['AS', 'TRO', 'LOG', 'I', 'CAL']",877393
ASTROLOGY,"['AH', 'S T R AA', 'L AH', 'JH IY']","['AS', 'TROL', 'O', 'GY']",6279280
ASTRONAUT,"['AE', 'S T R AH', 'N AA T']","['AS', 'TRO', 'NAUT']",1272333
ASTRONAUTICAL,"['AE', 'S T R AH', 'N AA', 'T IH', 'K AH L']","['AS', 'TRO', 'NAU', 'TI', 'CAL']",82498
ASTRONAUTICS,"['AE', 'S T R AH', 'N AA', 'T IH K S']","['AS', 'TRO', 'NAU', 'TICS']",308709
ASTRONAUTS,"['AE', 'S T R AH', 'N AO T S']","['AS', 'TRO', 'NAUTS']",1097341
ASTRONOMER,"['AH', 'S T R AA', 'N AH', 'M ER']","['AS', 'TRON', 'O', 'MER']",813549
ASTRONOMICAL,"['AE', 'S T R AH', 'N AA', 'M IH', 'K AH L']","['AS', 'TRO', 'NOM', 'I', 'CAL']",3103128
ASTRONOMICALLY,"['AE', 'S T R AH', 'N AA', 'M IH', 'K L IY']","['AS', 'TRO', 'NOM', 'I', 'CA', 'LLY']",63553
ASTRONOMY,"['AH', 'S T R AA', 'N AH', 'M IY']","['AS', 'TRON', 'O', 'MY']",10767054
ASTROPHOTOGRAPHY,"['AE', 'S T R OW', 'F AH', 'T AA', 'G R AH', 'F IY']","['AS', 'TRO', 'PHO', 'TOG', 'RA', 'PHY']",301502
ASTROPHYSICIST,"['AE', 'S T R OW', 'F IH', 'S IH', 'S IH S T']","['AS', 'TRO', 'PHYS', 'I', 'CIST']",75335
ASTROPHYSICS,"['AE', 'S T R OW', 'F IH', 'Z IH K S']","['AS', 'TRO', 'PHYS', 'ICS']",1620767
ASTUTE,"['AH', 'S T UW T']","['AS', 'TUTE']",645050
ASTUTELY,"['AH', 'S T UW', 'T L IY']","['AS', 'TUTE', 'LY']",50183
ASTUTENESS,"['AH', 'S T UW T', 'N AH S']","['AS', 'TUTE', 'NESS']",21340
ASUNDER,"['AH', 'S AH N', 'D ER']","['A', 'SUN', 'DER']",221892
ASYLUM,"['AH', 'S AY', 'L AH M']","['A', 'SY', 'LUM']",5065723
ASYMMETRIC,"['EY', 'S AH', 'M EH', 'T R IH K']","['A', 'SY', 'MMET', 'RIC']",1532639
ASYMMETRICAL,"['EY', 'S AH', 'M EH', 'T R IH', 'K AH L']","['A', 'SY', 'MMET', 'RI', 'CAL']",646301
ASYMMETRY,"['EY', 'S IH', 'M AH', 'T R IY']","['A', 'SY', 'MME', 'TRY']",966872
ASYMPTOMATIC,"['EY', 'S IH M P', 'T AH', 'M AE', 'T IH K']","['A', 'SYMP', 'TO', 'MA', 'TIC']",622473
ASYMPTOTE,"['AE', 'S IH M P', 'T OW T']","['AS', 'YMP', 'TOTE']",71266
ASYMPTOTIC,"['AE', 'S IH M P', 'T AO', 'T IH K']","['AS', 'YMP', 'TO', 'TIC']",1184419
ASYNCHRONOUS,"['EY', 'S IH N G', 'K R AH', 'N AH S']","['A', 'SYN', 'CHRO', 'NOUS']",2169827
ATA,"['AA', 'T AH']","['A', 'TA']",5599667
ATALANTA,"['AE', 'T AH', 'L AE N', 'T AH']","['AT', 'A', 'LAN', 'TA']",102179
ATAVISM,"['AE', 'T AH', 'V IH', 'Z AH M']","['AT', 'A', 'VISM']",21428
ATAVISTIC,"['AE', 'T AH', 'V IH', 'S T IH K']","['AT', 'A', 'VIS', 'TIC']",110398
ATAXIA,"['EY', 'T AE K', 'S IY', 'AH']","['A', 'TAX', 'I', 'A']",386506
ATCHESON,"['AE', 'CH IH', 'S AH N']","['ATCH', 'E', 'SON']",19344
ATCHISON,"['AE', 'CH IH', 'S AH N']","['ATCH', 'I', 'SON']",447583
ATE,['EY T'],"['A', 'TE']",5929336
ATEN,"['EY', 'T AH N']","['A', 'TEN']",432118
ATHALIA,"['EY', 'TH AE', 'L IY', 'AH']","['ATH', 'A', 'LI', 'A']",16277
ATHEISM,"['AH', 'TH AY', 'S AH M']","['A', 'THE', 'ISM']",1022796
ATHEIST,"['EY', 'TH IY', 'AH S T']","['A', 'THE', 'IST']",1752346
ATHEISTIC,"['EY', 'TH IY', 'IH', 'S T IH K']","['A', 'THE', 'IS', 'TIC']",157331
ATHENA,"['AE', 'TH IY', 'N AH']","['A', 'THE', 'NA']",1939395
ATHENAEUM,"['AE', 'TH AH', 'N IY', 'AH M']","['ATH', 'E', 'NAE', 'UM']",355396
ATHENE,"['AE', 'TH IY N']","['A', 'THE', 'NE']",137576
ATHENEUM,"['AE', 'TH AH', 'N UW M']","['ATH', 'E', 'NE', 'UM']",134450
ATHENIAN,"['AE', 'TH IY', 'N IY', 'AH N']","['A', 'THE', 'NI', 'AN']",374916
ATHENS,"['AE', 'TH AH N Z']","['ATH', 'ENS']",10930110
ATHEROSCLEROSIS,"['AE', 'TH ER', 'OW', 'S K L ER', 'OW', 'S IH S']","['ATH', 'ER', 'O', 'SCLE', 'RO', 'SIS']",811099
ATHERTON,"['AE', 'TH ER', 'T AH N']","['ATH', 'ER', 'TON']",758504
ATHLETE,"['AE', 'TH L IY T']","['ATH', 'LETE']",4918312
ATHLETIC,"['AE', 'TH L EH', 'T IH K']","['ATH', 'LE', 'TIC']",14193383
ATHLETICALLY,"['AE', 'TH L EH', 'T IH', 'K L IY']","['ATH', 'LET', 'I', 'CA', 'LLY']",71901
ATHLETICISM,"['AE', 'TH L EH', 'T IH', 'S IH Z M']","['ATH', 'LET', 'I', 'CISM']",150805
ATHLETICS,"['AE', 'TH L EH', 'T IH K S']","['ATH', 'LET', 'ICS']",12534433
ATHWART,"['AH', 'TH W AO R T']","['A', 'THWART']",37177
ATKINS,"['AE T', 'K IH N Z']","['AT', 'KINS']",3941917
ATKINSON,"['AE T', 'K AH N', 'S AH N']","['AT', 'KIN', 'SON']",2517359
ATLANTA,"['AE', 'T L AE N', 'T AH']","['AT', 'LAN', 'TA']",32440124
ATLANTIC,"['AH', 'T L AE N', 'T IH K']","['AT', 'LAN', 'TIC']",23920018
ATLANTIS,"['AE', 'T L AE N', 'T IH S']","['AT', 'LAN', 'TIS']",2996210
ATLAS,"['AE', 'T L AH S']","['AT', 'LAS']",12221120
ATLASES,"['AE', 'T L AH', 'S IH Z']","['AT', 'LAS', 'ES']",1169823
ATMAN,"['AE T', 'M AH N']","['AT', 'MAN']",173626
ATMOSPHERE,"['AE T', 'M AH', 'S F IH R']","['AT', 'MOS', 'PHERE']",14803304
ATMOSPHERIC,"['AE T', 'M AH', 'S F EH', 'R IH K']","['AT', 'MOS', 'PHER', 'IC']",6200192
ATMOSPHERICS,"['AE T', 'M AH', 'S F EH', 'R IH K S']","['AT', 'MOS', 'PHER', 'ICS']",68059
ATOLL,"['AE', 'T AA L']","['AT', 'OLL']",908471
ATOM,"['AE', 'T AH M']","['AT', 'OM']",32776867
ATOMIC,"['AH', 'T AA', 'M IH K']","['A', 'TO', 'MIC']",9957374
ATOMIZER,"['AE', 'T AH', 'M AY', 'Z ER']","['AT', 'OM', 'I', 'ZER']",119422
ATON,"['AH', 'T AA N']","['A', 'TON']",70456
ATONAL,"['EY', 'T OW', 'N AH L']","['A', 'TO', 'NAL']",73943
ATONE,"['AH', 'T OW N']","['A', 'TONE']",152901
ATONEMENT,"['AH', 'T OW N', 'M AH N T']","['A', 'TONE', 'MENT']",659226
ATOP,"['AH', 'T AA P']","['A', 'TOP']",1556394
ATRIA,"['EY', 'T R IY', 'AH']","['A', 'TRI', 'A']",279451
ATRIUM,"['EY', 'T R IY', 'AH M']","['A', 'TRI', 'UM']",1332575
ATROCIOUS,"['AH', 'T R OW', 'SH AH S']","['A', 'TRO', 'CIOUS']",330010
ATROCITY,"['AH', 'T R AA', 'S AH', 'T IY']","['A', 'TROC', 'I', 'TY']",345199
ATROPHIED,"['AE', 'T R AH', 'F IY D']","['AT', 'RO', 'PHIED']",49941
ATROPHY,"['AE', 'T R AH', 'F IY']","['AT', 'RO', 'PHY']",649500
ATTABOY,"['AE', 'T AH', 'B OY']","['A', 'TTA', 'BOY']",68360
ATTACH,"['AH', 'T AE CH']","['A', 'TTA', 'CH']",9442716
ATTACHED,"['AH', 'T AE CH T']","['A', 'TTACHED']",23079894
ATTACHMENT,"['AH', 'T AE C H', 'M AH N T']","['A', 'TTACH', 'MENT']",16827338
ATTACK,"['AH', 'T AE K']","['A', 'TTACK']",35599513
ATTACKER,"['AH', 'T AE', 'K ER']","['A', 'TTAC', 'KER']",1877889
ATTAIN,"['AH', 'T EY N']","['A', 'TTAIN']",2668275
ATTAINABLE,"['AH', 'T EY', 'N AH', 'B AH L']","['A', 'TTAIN', 'A', 'BLE']",574420
ATTAINDER,"['AH', 'T EY N', 'D ER']","['A', 'TTAIN', 'DER']",46881
ATTAINMENT,"['AH', 'T EY N', 'M AH N T']","['A', 'TTAIN', 'MENT']",3138108
ATTALLA,"['AH', 'T AE', 'L AH']","['A', 'TTA', 'LLA']",47313
ATTAR,"['AE', 'T AA R']","['A', 'TTAR']",86729
ATTEMPT,"['AH', 'T EH M P T']","['A', 'TTEMPT']",25251906
ATTENBOROUGH,"['AE', 'T AH N', 'B ER', 'OW']","['A', 'TTEN', 'BOR', 'OUGH']",189789
ATTEND,"['AH', 'T EH N D']","['A', 'TTEND']",20639654
ATTENDANCE,"['AH', 'T EH N', 'D AH N S']","['A', 'TTEN', 'DANCE']",14022851
ATTENDANT,"['AH', 'T EH N', 'D AH N T']","['A', 'TTEND', 'ANT']",2301496
ATTENDING,"['AH', 'T EH N', 'D IH NG']","['A', 'TTEND', 'ING']",9672057
ATTENTION,"['AH', 'T EH N', 'SH AH N']","['A', 'TTEN', 'TION']",44752502
ATTENTIVE,"['AH', 'T EH N', 'T IH V']","['A', 'TTEN', 'TIVE']",1146029
ATTENTIVELY,"['AH', 'T EH N', 'T IH', 'V L IY']","['A', 'TTEN', 'TIVE', 'LY']",235264
ATTENTIVENESS,"['AH', 'T EH N', 'T IH V', 'N AH S']","['A', 'TTEN', 'TIVE', 'NESS']",119403
ATTENUATE,"['AH', 'T EH', 'N Y UW', 'EY T']","['A', 'TTEN', 'U', 'ATE']",163787
ATTENUATED,"['AH', 'T EH', 'N Y UW', 'EY', 'T IH D']","['A', 'TTEN', 'U', 'AT', 'ED']",524381
ATTENUATION,"['AH', 'T EH', 'N Y UW', 'EY', 'SH AH N']","['A', 'TTEN', 'U', 'A', 'TION']",1297336
ATTEST,"['AH', 'T EH S T']","['A', 'TTEST']",997406
ATTESTED,"['AH', 'T EH', 'S T IH D']","['A', 'TTEST', 'ED']",428851
ATTIC,"['AE', 'T IH K']","['A', 'TTIC']",3347389
ATTICA,"['AE', 'T IH', 'K AH']","['A', 'TTI', 'CA']",486254
ATTILA,"['AH', 'T IH', 'L AH']","['A', 'TTI', 'LA']",508339
ATTIRE,"['AH', 'T AY', 'ER']","['A', 'TTIRE']",1517340
ATTIRED,"['AH', 'T AY R D']","['A', 'TTIRED']",121269
ATTITUDE,"['AE', 'T AH', 'T UW D']","['A', 'TTI', 'TUDE']",12331010
ATTITUDINAL,"['AE', 'T AH', 'T UW', 'D AH', 'N AH L']","['A', 'TTI', 'TU', 'DI', 'NAL']",237878
ATTLEBORO,"['AE', 'T AH L', 'B ER', 'OW']","['A', 'TTLE', 'BOR', 'O']",454191
ATTLEE,"['AE', 'T L IY']","['ATT', 'LEE']",55947
ATTORNEY,"['AH', 'T ER', 'N IY']","['A', 'TTOR', 'NEY']",38778191
ATTRACT,"['AH', 'T R AE K T']","['A', 'TTRACT']",7608984
ATTRACTION,"['AH', 'T R AE K', 'SH AH N']","['A', 'TTRAC', 'TION']",11998068
ATTRACTIVE,"['AH', 'T R AE K', 'T IH V']","['A', 'TTRAC', 'TIVE']",11857523
ATTRACTIVELY,"['AH', 'T R AE K', 'T IH', 'V L IY']","['A', 'TTRAC', 'TIVE', 'LY']",302503
ATTRACTIVENESS,"['AH', 'T R AE K', 'T IH V', 'N AH S']","['A', 'TTRAC', 'TIVE', 'NESS']",644031
ATTRIBUTABLE,"['AH', 'T R IH', 'B Y AH', 'T AH', 'B AH L']","['A', 'TTRIB', 'UT', 'A', 'BLE']",2671225
ATTRIBUTE,"['AH', 'T R IH', 'B Y UW T']","['A', 'TTRIB', 'UTE']",15839012
ATTRIBUTED,"['AH', 'T R IH', 'B Y AH', 'T IH D']","['A', 'TTRIB', 'UT', 'ED']",5013200
ATTRIBUTING,"['AH', 'T R IH', 'B Y AH', 'T IH NG']","['A', 'TTRIB', 'UT', 'ING']",281451
ATTRIBUTION,"['AE', 'T R IH', 'B Y UW', 'SH AH N']","['A', 'TTRI', 'BU', 'TION']",2980395
ATTRITION,"['AH', 'T R IH', 'SH AH N']","['A', 'TTRI', 'TION']",758511
ATTUNE,"['AH', 'T UW N']","['A', 'TTUNE']",54703
ATTUNED,"['AH', 'T UW N D']","['A', 'TTUNED']",299850
ATWATER,"['AE', 'T W AO', 'T ER']","['AT', 'WA', 'TER']",502989
ATYPICAL,"['EY', 'T IH', 'P IH', 'K AH L']","['A', 'TYP', 'I', 'CAL']",938671
AUBER,"['AO', 'B ER']","['AU', 'BER']",34711
AUBERGINE,"['AO', 'B ER', 'JH IY N']","['AU', 'BER', 'GINE']",178731
AUBIN,"['AO', 'B IH N']","['AU', 'BIN']",187571
AUBREY,"['AO', 'B R IY']","['AU', 'BREY']",1057365
AUBURN,"['AA', 'B ER N']","['AU', 'BURN']",6026025
AUCKLAND,"['AA', 'K L AH N D']","['AUCK', 'LAND']",7960929
AUCTION,"['AA K', 'SH AH N']","['AUC', 'TION']",44619724
AUCTIONEER,"['AA K', 'SH AH', 'N IH R']","['AUC', 'TION', 'EER']",726743
AUD,['AO D'],['AUD'],13636055
AUDACIOUS,"['AA', 'D EY', 'SH AH S']","['AU', 'DA', 'CIOUS']",314603
AUDACITY,"['AA', 'D AE', 'S AH', 'T IY']","['AU', 'DAC', 'I', 'TY']",590668
AUDEN,"['AO', 'D AH N']","['AU', 'DEN']",172928
AUDI,"['AO', 'D IY']","['AU', 'DI']",8212116
AUDIBLE,"['AA', 'D AH', 'B AH L']","['AU', 'DI', 'BLE']",1842341
AUDIBLY,"['AA', 'D AH', 'B L IY']","['AU', 'DI', 'BLY']",124589
AUDIENCE,"['AA', 'D IY', 'AH N S']","['AU', 'DI', 'ENCE']",24472658
AUDIO,"['AA', 'D IY', 'OW']","['AU', 'DI', 'O']",127014703
AUDIOPHILE,"['AO', 'D IY', 'OW', 'F IY L']","['AU', 'DI', 'O', 'PHILE']",525736
AUDIOVISUAL,"['AO', 'D IY', 'OW', 'V IH', 'ZH UW', 'AH L']","['AU', 'DI', 'O', 'VIS', 'U', 'AL']",1185766
AUDIT,"['AO', 'D IH T']","['AU', 'DIT']",20786243
AUDITION,"['AA', 'D IH', 'SH AH N']","['AU', 'DI', 'TION']",2134610
AUDITOR,"['AO', 'D IH', 'T ER']","['AU', 'DI', 'TOR']",5328551
AUDITORIUM,"['AO', 'D AH', 'T AO', 'R IY', 'AH M']","['AU', 'DI', 'TO', 'RI', 'UM']",4248177
AUDITORIUMS,"['AO', 'D IH', 'T AO', 'R IY', 'AH M Z']","['AU', 'DI', 'TO', 'RI', 'UMS']",174870
AUDITORY,"['AO', 'D IH', 'T AO', 'R IY']","['AU', 'DI', 'TO', 'RY']",1706299
AUDREY,"['AO', 'D R IY']","['AU', 'DREY']",2354566
AUDUBON,"['AO', 'D AH', 'B AA N']","['AU', 'DU', 'BON']",1678873
AUER,"['AW', 'ER']","['AU', 'ER']",194745
AUERBACH,"['AW', 'ER', 'B AA K']","['AU', 'ER', 'BACH']",355122
AUGE,['AO JH'],"['AU', 'GE']",88142
AUGER,"['AO', 'G ER']","['AU', 'GER']",678597
AUGHT,['AO T'],['AUGHT'],207367
AUGMENT,"['AO G', 'M EH N T']","['AUG', 'MENT']",1020894
AUGMENTATION,"['AA G', 'M EH N', 'T EY', 'SH AH N']","['AUG', 'MEN', 'TA', 'TION']",2864943
AUGMENTED,"['AA G', 'M EH N', 'T IH D']","['AUG', 'MENT', 'ED']",1456196
AUGSBURG,"['AO G Z', 'B ER G']","['AUGS', 'BURG']",946750
AUGUR,"['AO', 'G ER']","['AU', 'GUR']",120764
AUGUST,"['AA', 'G AH S T']","['AU', 'GUST']",139459917
AUGUSTA,"['AH', 'G AH', 'S T AH']","['AU', 'GUS', 'TA']",4573710
AUGUSTE,"['AO', 'G AH S T']","['AU', 'GUSTE']",644138
AUGUSTINE,"['AA', 'G AH', 'S T IY N']","['AU', 'GUS', 'TINE']",3106191
AUGUSTINIAN,"['AA', 'G AH', 'S T IH', 'N IY', 'AH N']","['AU', 'GUS', 'TIN', 'I', 'AN']",101852
AUGUSTUS,"['AA', 'G AH', 'S T AH S']","['AU', 'GUS', 'TUS']",1695808
AULD,['AO L D'],['AULD'],507913
AUNE,['AO N'],['AUNE'],45217
AUNT,['AE N T'],['AUNT'],4594042
AUNTIE,"['AE N', 'T IY']","['AUNT', 'IE']",686225
AURA,"['AO', 'R AH']","['AU', 'RA']",2263012
AURAL,"['AO', 'R AH L']","['AU', 'RAL']",744671
AUREOLE,"['AA', 'R IY', 'OW L']","['AU', 'RE', 'OLE']",47319
AUREUS,"['AO', 'R EH', 'AH S']","['AU', 'RE', 'US']",915289
AURORA,"['ER', 'AO', 'R AH']","['AU', 'RO', 'RA']",7000546
AURORAL,"['ER', 'AO', 'R AH L']","['AU', 'RO', 'RAL']",250165
AURUM,"['AO', 'R AH M']","['AU', 'RUM']",141480
AUSCHWITZ,"['AO', 'SH W IH T S']","['AUSCH', 'WITZ']",678275
AUSPICE,"['AO', 'S P IH S']","['AUS', 'PICE']",29771
AUSPICES,"['AO', 'S P IH', 'S IH Z']","['AUS', 'PI', 'CES']",1034946
AUSPICIOUS,"['AA', 'S P IH', 'SH AH S']","['AUS', 'PI', 'CIOUS']",364312
AUSSIE,"['AO', 'S IY']","['AU', 'SSIE']",3459025
AUSTEN,"['AO', 'S T IH N']","['AUS', 'TEN']",1425435
AUSTER,"['AO', 'S T ER']","['AUS', 'TER']",190567
AUSTERE,"['AO', 'S T IH R']","['AUS', 'TERE']",300808
AUSTERITY,"['AO', 'S T EH', 'R IH', 'T IY']","['AUS', 'TER', 'I', 'TY']",215350
AUSTIN,"['AO', 'S T AH N']","['AUS', 'TIN']",30477225
AUSTRAL,"['AO', 'S T R AH L']","['AUS', 'TRAL']",350496
AUSTRALASIA,"['AO', 'S T R AH', 'L EY', 'ZH AH']","['AUS', 'TRAL', 'A', 'SI', 'A']",2241262
AUSTRALIA,"['AO', 'S T R EY', 'L Y AH']","['AUS', 'TRAL', 'I', 'A']",112197265
AUSTRALIAN,"['AO', 'S T R EY', 'L Y AH N']","['AUS', 'TRAL', 'I', 'AN']",45733685
AUSTRALOPITHECUS,"['AO', 'S T R EY', 'L OW', 'P IH', 'TH AH', 'K AH S']","['AUS', 'TRA', 'LO', 'PITH', 'E', 'CUS']",49859
AUSTRIA,"['AO', 'S T R IY', 'AH']","['AUS', 'TRI', 'A']",28377245
AUSTRIAN,"['AO', 'S T R IY', 'AH N']","['AUS', 'TRI', 'AN']",3814530
AUTH,['AO TH'],['AUTH'],3287162
AUTHENTIC,"['AH', 'TH EH N', 'T IH K']","['AU', 'THEN', 'TIC']",10235042
AUTHENTICALLY,"['AO', 'TH EH N', 'T IH', 'K L IY']","['AU', 'THEN', 'TI', 'CA', 'LLY']",197822
AUTHENTICATE,"['AO', 'TH EH N', 'T AH', 'K EY T']","['AU', 'THEN', 'TI', 'CATE']",1471179
AUTHENTICATED,"['AO', 'TH EH N', 'T AH', 'K EY', 'T IH D']","['AU', 'THEN', 'TI', 'CAT', 'ED']",1922327
AUTHENTICATION,"['AO', 'TH EH N', 'T AH', 'K EY', 'SH AH N']","['AU', 'THEN', 'TI', 'CA', 'TION']",12998105
AUTHENTICITY,"['AO', 'TH AH N', 'T IH', 'S IH', 'T IY']","['AU', 'THEN', 'TIC', 'I', 'TY']",2562043
AUTHOR,"['AO', 'TH ER']","['AU', 'THOR']",179813446
AUTHORITARIAN,"['AH', 'TH AO', 'R AH', 'T EH', 'R IY', 'AH N']","['AU', 'THOR', 'I', 'TAR', 'I', 'AN']",809504
AUTHORITARIANISM,"['AH', 'TH AO', 'R AH', 'T EH', 'R IY', 'AH', 'N IH', 'Z AH M']","['AU', 'THOR', 'I', 'TAR', 'I', 'A', 'NISM']",186210
AUTHORITATIVE,"['AH', 'TH AO', 'R AH', 'T EY', 'T IH V']","['AU', 'THOR', 'I', 'TA', 'TIVE']",2355249
AUTHORITATIVELY,"['AH', 'TH AO', 'R AH', 'T EY', 'T IH', 'V L IY']","['AU', 'THOR', 'I', 'TA', 'TIVE', 'LY']",102118
AUTHORITY,"['AH', 'TH AO', 'R AH', 'T IY']","['AU', 'THOR', 'I', 'TY']",57403313
